tweet,class
Zimmerman we comin for yo life bitch. http://t.co/KHdZ1vdnSK,0
ah nigga dat cares about opinions and get involve in hoe shit either Gay broke or ain't getting enough pussy!!,0
ahah fucking queer @KingJames kill urself,0
"bitch kill yoself, go on to the bathroom and eat the pills bitch, all of em",0
bitch you're white stfu with your shitty Spanish,0
bitches be like i'm mixed wit Italian Chinese nd African American I be like bitch just cuz you ate ur&#8230; http://t.co/ZdWd3l8M,0
cant trust niggas when it come to bitches,0
coons,0
dem niggas ca have them white hoes.... I love my beautiful black sistas....,0
do you think all the rice fags are at McDonald's?,0
dumb ugly stupid bullshit ass bitch &#128074;&#128074;&#128074;,0
"everybody's favorite phrase to try and end an argument
""You do you and I do me"" 
lmao faggots",0
faggot http://t.co/tkPokv3ncd,0
faggots http://t.co/DMKbGhai1z,0
fat bitches fat bitches heeeey,0
fat dykes make me want to vomit,0
"fuck ray rice ,someone crack that bitch",0
fucking CHRIST i hate tutors and TAs. you literally get paid to teach retards to stop picking their nose. GET THE FUCK OUTTA MY FACE,0
gay ass fags http://t.co/eqn4gvW42V,0
go get left in a hot car and die bitch,0
guy complains to me: #gays are over-sensitive... my response: and look at you complaining like little pussy. waahh waahh #hypocrite,0
harm this pussy instead RT @ABC7: missing 26-yr-old USC medical student last seen Tuesday May harm himself http://t.co/evU04p6SUR,0
hoe ass nigga &#128569;,0
hope gezus gets shot in his faggot head #houston #nbombs,0
how the fuck do all these fucking faggot ass randos even find zoe's ask account????,0
https://t.co/jtLZErgxI0 Leo get the fuck off of vine you fag,0
"i find it funny when fags write ""looking for bf"" on a grindr ap. LOL thats a fucking ap dumbass.",0
i hate hoes.,0
in real life and online I follow that. sorry folks but just cause I look like a border hopper don't mean I am one. born and raised here,0
inb4 you unfunny nigger kill yourself,0
ion speak on how flaw niggas and thirsty hoes be on I.g but boyyyyyy look at here &#128586;&#128586;,0
"it means that im following orders and being subordinate. sue me, ya dyke",0
looking like a hillbilly and not matching is what I do best goodnight losers http://t.co/caGHBLKAXQ,0
my mom tried to get me to buy beaner boots bc they were on sale like I'm not in a mariachi band please stop.,0
nigga u a cunt where yo fendi clutch,0
niggas ain't playin a gram of defense man George need to tell these bitch ass niggas man up,0
oh well. he's a fag anyways.,0
omg RT @SaddyBey: Fat bitch. What's her @? http://t.co/ptNszx6nid,0
one day im like harry styles is so hot the next day is who tf is this faggot,0
only lesbians get their nips pierced ew,0
pure trash http://t.co/A2RbVEBeg1,0
redneck in the White House // Moccasin Creek &#128077;&#128076;,0
"she pooted &#8220;@Not1FuckisGiven: Either Young Thug gay, or this bitch pooted https://t.co/g0FgRX7dju&#8221;",0
slow replies make me feel like a retard and I just want to put my foot through a wall... hjhdyhdhlgjdftilh,0
smh RT @uglyhxes Tyga shoulda knew Blacc Chyna was a hoe when his son crip walked out her pussy.,0
someones clearly a stinky ass beaner...,0
stupid loose pussyed bitch,0
talking crazy over the Internet is the same thing as doing it in person. don't try to be buddy buddy with me later on faggot fuck you.,0
"tell the hating niggah 
stfu",0
the receptionist im always forced to talk to is such a racist cunt. i called her for an error and she said she'll call me. 40 mins. nothing.,0
they shot another monkey lmaooooooooooo,0
they're working on a bill to prevent retards from voting. who knew retards COULD vote? things are starting to make sense now.,0
this guy is the biggest faggot omfg,0
"which one of these names is more offensive kike, wop, kraut, wetback jigaboo, towelhead, gook, or redskin.",0
you a pussy ass nigga and I know it nigga.,0
you're all niggers,0
you're such a retard i hope you get type 2 diabetes and die from a sugar rush you fucking faggot @Dare_ILK,0
