tweet,label
All bitches need a bus driver uppercut a Chris brown bitch slap followed by some dancing nd Chad Johnson hea http://t.co/Teuqy9hF,1
@alanaaaaaa_ pussy,1
"Same shit RT @Che_TheYello1: But your bm tho? ... ""@viaNAWF: If my ex wanna go fuck my enemy, may God be with her. Ain't my hoe no more.""",1
Shittin on all my old hoes,1
You a pussy dawg @Pipe_Tyson,1
"This bitch wanna smoke all of my weed,",1
@metroadlib I be THIIIIIIIS close to going real east side Detroit on they monkey ass. But. I don't.,1
I bet we are gonna see 3 game loan player reviews too just because people are that much of a cunt,1
RT @renegadecut: Video: Renegade Cut: Snowpiercer &#8212; An analysis of Bong Joon-ho&#8217;s sci-fi action film. Topics include... http://t.co/YNT9zS0&#8230;,2
"@TwoStarScoob good job tonight! You need to eat some crackers so,you'll stop throwing up !",2
When ever you dog hoes really bad you end up w/ a girlfriend ...,1
"&#8220;@DickFurari: HELL YA THEY SHOULD MAKE MORE MALT LIQUOR ADS LIKE THIS. http://t.co/H0JGORtnF8&#8221;

- Dis be heaven fo a colored man",0
@VinniePolitan the cunt needs her hands cut off!!!!!,1
Females be damn near naked wondering why niccas jus wanna fuk lol,1
@Gorillaleo fuck your chicken sandwich ho!!!,1
RT @MyFriendsRap: You hoes need to stop dressing y'all kids as Migos and Rappers that y'all fucked. Lil nigga just wanted to be a power ran&#8230;,0
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Erotic | Erotic and wild tits and pussy fucking http://t.co/8HkC56j7c9",1
I'm a broke hoes dream Rich girls cream !,1
Cute dumb females trash.,2
@cooney_mane @nflcommish it's not right but it's the rule. The nfl has a strike policy for drugs and josh Gordon is retarded,1
"RT @OGTREEZ: Steve found out you can't call Taiquaniesha a ""stupid fuckin cunt"" like you can w Becky http://t.co/3A5qGki97B",1
@shaelynspacyyy they trash though?,1
Nobody is going to say anything about how unloyal Sterling's side bitch is?,1
"&#8220;@DeePaul19: I ain't got no type, white bitches is the only thing that I like!&#8221; #dead &#128514;&#128557;",1
Iont got no type NAW bad bitches is the only thing that I like,1
Know that the bad bitch got ittt &#128553;&#127908;,1
RT @phishlicia: Ocho is approaching bitches,1
@potpwincess bitch was at a gas station puffin. I swear that's so trashy... Her nigga should put her in check..,1
RT @cocoQTe: &#128514;&#128514;RT @supbishes: Lol RT @Joanna52011: &#128514;&#128557; RT @lettuceprey8: Just so u faggots know! http://t.co/bGhTSjipNe,1
that bitch!!! how can she treat Turtle like that?,1
"Bitches complain about they baby daddies not being shit, but bitch you KNEW he wasn't shit you didn't HAVE to keep that baby you CHOSE to &#9995;&#128514;",1
"RT &#8220;@KillAll_Simps: Black bitches think its ok to clap they hands when they getting into an argument, bitch stfu before I steal yo purse&#8221;",1
Caleb needs to stop being a little bitch.,1
"RT @TroyMadden: If I see a bitch walking around wearing what Rihanna had on ima grab a titty and hoe I dare you to get mad, we can fight ab&#8230;",1
Everyday I wake up I got a different bitch,1
RT @Dalilaaaaaa__: Flappy birds cheat codes http://t.co/nu6GjYQDJJ,2
"RT @_YourHoesStink: &#8220;@PizzaBeforeHoes: I hate a ""I'm my own WCW &#128129;"" ass bitch &#128514;&#8221;",1
one big lecture hall full of bitches in sequins limited too tank tops,1
Alex Smith wears red and yellow now so quit being psycho ex boyfriends and get over him. He's in the past,2
"I couldn't have no ""mama Joyce"" at my wedding. What a grumpy ass bitch!",1
&#128514; RT @LaShana_Sinead: Mimi too old to be covering her titties during sex&#128514;&#128514;&#128514; bitch you childish,1
"Good morning Twitter. Make today a positive one. If you can't do that, beat up as many meanie-faces as possible. Also, I hate flappy bird.",2
"He ain't shit girl, &#128175;he a bitch made nigga !",0
Can't keep a bitch but its cool cause money still around,1
"@CharlesBWaffle oh i am.. She cool though, might off her a brownie lol",2
@IdiotOlympics @ForTheMen fuck her right in the pussy,1
@CuteCIothes @xo_shelbie go buy them bitches,1
"&#8220;@Thatindianbruh: Food &gt; Pussy 

but pussy = Food 

so food &#8805; pussy.&#8221; http://t.co/ZJ3zyduxkO",1
Merry Christmas to all y'all bitches and hoes,1
"@Liveitupjersey yeah, I seen you tweet about bitch &amp; block. I used it...it fits!",1
@creoleblood @HighClassCapri @verkannt__ like what u bitches wantttt (dmx voice)&#128553;&#128553;&#128553;,1
"RT @bitchdicknigga: @Tronkitty bet nigger, I'm waiting for the car keys",1
@Alejandro_Bihhh @CapoDaAssHole I'm on this hoe like this every night just be tweeting bullshit,1
these bitches need to be called out I'm sorry http://t.co/Rin49M54fK,1
RT @darahkcarter: I don't have a key to my car that bitch foreign &#128080;,1
@3CarryOnItems all them bitches far as fuck from us. We got el gran pollo up this way and it serves us well. @Lex_Gracie,1
"@_ton3zz life aint shit but bitches and money, i passed that weed like i studied",1
@DaveSwerve awe boy your shirt tight than a bitch in that avi polo man turnt into a wrestler fat ass lil boy,1
"RT @TazheAdorn: Yall ladies ever have on a tank top or something . . &amp; like one of your nips was just chilling outside the shirt, and you d&#8230;",1
It's the most hillbilly thought ever. A thing is a way ONE TIME or to ONE AUDIENCE and therefore it must be that way always.,2
"RT @UnusualFactPage: Shy people tend have great observational skills, making it easier to recognize the core of a problem then solving it.",2
It bothers me when a ugly girl has a bad bitch attitude.,1
I'm gonna hoe the shit out of you when we meet again can't wait,1
With a pussy mullet,1
#tikiti - rough mock for the base of what will eventually be an ashtray @ Tiki Ti http://t.co/8zE8aqY0,2
@kieffer_jason bitch was i talking to u stfu and get off my page oh bitch nigga u bout that life,0
@EvanBecker513 @_TriggaPlease_ @MorbidMermaid @zooyorkinit @_ShayisdaBOMB_ @Rainbowblake because she's a nigger,0
@alexissert leave dyke,0
"Sitting on the deck, enjoying a #StoneIPA, watching/smelling the neighbors burn trash. #Missouri http://t.co/m9wYnrLtWz",2
Where this brolic bitch at ? Lol http://t.co/c0ooYDnq4M,1
RT @DurtMcHurtt: I just want to fuck bitches and listen to Conway Twitty.,1
NBA ALLSTAR weekend is an unofficial negro holiday,1
butt chug 4lokos or nah,1
RT @RickyNgan: These hoes is thotful,1
RT @TiredOfTyranny: Jihadi Work Accident: Seven Taliban Fighters Including Top Commander Killed When Roadside Bombs Detonate Prematurely&#8230; h&#8230;,2
RT @Coolie_GBE300: I hate when niggas be slobin all on the blunt like they eatin pussy &amp; have the nerve to try &amp; pass it. I'm good nigga I'&#8230;,1
I hate stupid bitches who cry for stupid reasons,1
@yelafox @_saharbabyy because hoes disguise themselves as real women,1
Happy Friday bitches #kimorablac http://t.co/SKpKf0fGNe,1
Reathie phone jumping out the gym finna cut this bitch off,1
RT @TheRealMugatu: @Deet02 @MikeNapoli25 @954Nole do I remember a game winning jack to right last summer at Yankee stadium that started a p&#8230;,2
&#8220;@ImaPlainJane: @SimplySoulful because I thought Jay Z would hit her&#8221; yeah he is known for sockin a bitch or 2,1
@__hannerr__ you're a faggot,0
"Aint no bitches here... Well, like 3",1
Liberty and justice for all RT @ThatAngryNigga Go get me a sandwich nigger or I'll kill you,0
"""Do you believe these hoes are not in fact loyal?"" ""I disagree with that, I do believe they are in fact the loyalest bunch,these hoes""",1
@kieffer_jason @hunterbuch66 @sbsylvester u fucking trailer trash,1
"RT @aivayePVUcheer: I can't stand a ""fuck these niggas"" ass bitch..",1
@Articulate_Aura bro you know I can't not comment on stupid shit like that..bitch Instagram a heart attack on a plate,1
"RT @DGooods: Never trust a ""y'all so cute"" ass bitch &#128554; they just waiting to strike",1
"someone just called someone a ""bitch ass nigga"" on black ops",1
"@HeilSidious Sion is a faggot. Very meh ganks pre-6 and post-6 his ganks are still pretty meh he's just a tank, nothing special imo Mao +",0
"I mean most ppl confuse when to use ""to"" and ""too"", this nicca used the word ""two"" when he should've used ""to"" &#128530;",2
"RT @dopealbanian: I do know one thing tho, bitches they come &amp; go.",1
@JAYREIDOFFICIAL a nicca anxious to hear that shit my g,1
Baby I can make that pussy rain... Often,1
I take shots wit no chaser I get bitches I don't chase em,1
"&#128518;""@QbF150: On a leash &#128555;RT @80sbaby4life: Just pussy &#128553;""",1
@trix2343 okay bitch. Tomorrow in the principals office. Be there.,1
&#8220;@abigayvazquez: @_Nicole214_ @TonyJetsFoo yeah he lowkey loves me he knows he's ma nigga &#128076;&#8221;we don't love these hoes,1
RT @MrPOONsoaker: Foh RT @Thotcho: @MrPOONsoaker lmao 6&#8242;0 but I&#8217;m hella skinny so bitches don&#8217;t like me,1
Omg bitch buy a dildo and stfu,1
"&#8220;@Chykalet ""I know I must make a lot of ya'll hoes sick &amp; all I can tell you hoes, get used to it bitch!""&#8221;",1
@DangItsTiff you look like fucking shrek bitch,0
Happy birthday bird! @codyflitcraft,2
"RT @DannyTanner: highest score on flappy bird, cant be beat http://t.co/I2qgsWiPDC",2
@LittleNamms Nigga what. 11-5 without a warm up and you traveled like a bitch,1
@lilmenifee__ &#128514;&#128514;&#128514;&#128514;&#128514; yeah I read yo shit to fast bitch,1
@MarcSesslerNFL ya 5 games are you a retard?,1
Hell naw we don't fuck wit no phonies you can tell yo bitch we some young rich homies!,1
@TheErniie You're a little bitch.,0
Every one of then would just be adding me to their collections of hoes,1
And ima dream about 4 fat bitches stuck in a mini van on a hot summer day,1
"@PimpBillClinton @tareksaadmisr that's Arabic for ""you one pussy gettin motha fucka""",1
No matter how hard you try to be rude mf`s they keep talking to you. like bitch do I know you,1
RT @DragonflyJonez: She from the D. She might have some hoes on the stroll. All jokes aside RT @TOO_LIVE_MILZ: Dej loaf dress like Jerome h&#8230;,1
"RT @TGrozay: ""@WhereYoHussleAt: I'm going to the movies this weekend, by myself. No BFFL, no bitch, no nigga, just me... #Solo"" http://t.co&#8230;",1
#milesthompson #goauche #wetback #ca http://t.co/g3Ze8bqLPG,0
Fuck the cowboys the giants the redskins #EaglesNation #BleedGreen,1
"RT @Witchsistah: ""I ain't tryna steal ya car, but I DID eat the hell outcha wife's pussy!"" #htgawm",1
@ClicquotSuave the new nip dropped today rii?,2
Big moe rn like a hoe haha yuhhhh,1
is the bitch in the new transformers hot?,1
Alright ya faggots. Lets just stop with all the S/O and R/T. No one gives a fuck on what you think of other people. Probably lying anyways,0
"RT @UrbanEngIish: When your phone goes off in class and the teacher says ""turn that trash off"" but its a song from your mixtape = https://t&#8230;",2
Bitches with trash pussy always want unprotected sex,1
Did you all hear this #bundy redneck? Someone should show him how niggas play.,1
"When bae dodges hoes cause he only want you &#128525;&#128553;

&#128514;&#128514; http://t.co/bLYYoLtP0k",1
"RT @BasedPaco: LIKE A FLAT TIRE HE NEED A FIX &#8220;@LiveAndUncut: Run up on em, put the gun up on em, ask a pussy nigga ""What's to ya bitch ?""&#8221;",1
When she wit me got yo bitch open,1
"Surprise, surprise! TSA trashes Brandon Darby's Border Patrol sources http://t.co/EtDKzFrRzK",2
@D_Palomino52 you a poop. :( see I'm going all ghetto talk. Wtf!,1
All these bitches wanna be like Kim K and fuck their way into being rich but it don't work like that. Get a degree &amp; work a desk job you hoe,1
&#8220;@jjusmaxx: Thot bitches wanna be wined &amp; dined like a wife but don't know how to earn it &#128564;&#8221;,1
@b_shiznitt fuck off bitch,1
&#128555;&#128555;&#128555;&#128555;&#128555;&#128532;&#128532;&#128532;&#128532;&#128532;&#128532; this fucking bitch Rachel needs to die please,1
Would you be interested in some eggplant? RT @NittyScottMC: twerk on me http://t.co/75UftRuVDZ,2
@RylannWilliams ok chill love bird lol,2
"Sit on my face, M U A H, before i eat da pussy, i say my grace &#128591;",1
"RT @No_FAKINGG: BITCH you scared to let it off , yo daddy wasn't no DAWG. yo mama had more heart than ya daddy bitch ass.",1
!!!!! RT @mleew17: boy dats cold...tyga dwn bad for cuffin dat hoe in the 1st place!!,1
"@DrMalvo 
I likes it back dare. It's free fo me cause whitey pay da fee",1
&#8220;@CiscoAllDay: @1Bcarter one of your side chicks came up 5k&#8221; them bitches know where I live I be hiding from my cuz @MaiaPapayyya_,1
"@sorryimalex slay his ass alex, lil bitch needs to tighten the fuck and needs to stop acting like grown",1
&#8220;@BINDLE13: My momma aint raise no hoe&#8221;,1
"I want some fire crackers not the baby ass fire works, Does Az have fire crackers ???",1
This bitch just texted me Baby Baby you miss me,1
See when you paid them bitches pay attention but when you broke you never mentioned so fuck em and keep it strictly pimpin,1
@KINSL3Y we dont love these hoes,1
RT @MyDickIsCalled: My dick is called Batman because bitches love it when my Dark Knight rises.,1
Can these birds shut the fuck up,1
I'm going to punch a bitch if my cleats don't come in&#128544;,1
"RT @GuyCodes: Scientists recently discovered that bitches, do in fact, be trippin'.",1
RT @QueenHoneyC: And too short to fuck boring hoes RT @mxchaelji: life's too short to wear boring clothes,1
@DeArionBASEDGOD Kendrick is not better than papoose or drake,2
RT @ThePlanetVenus_: I'm obviously Morello from OITNB cause crazy and jealous bitch.,1
Some of these hoes are loyal,1
&#128514;&#128514; My stomach in pain like a mufucka RT @OwIPharaoh This the nigga that's rating bitches 3/10? http://t.co/yFlFuBJ2Po,1
I did everything except trust these hoes,1
@Zell_GotDaLOUD bitch tryna get in for free promoting n shit lmaooo I see you in tha cut,1
"RT @_deemarieeeee: Nomatter how much I'm feeling you, u can't compete with girls who throw the pussy. Im just gonna always take the L",1
"Awe did I cut you off and make you mad? That's too dam bad, shoulda been going the fucking speed limit bitch",1
@Newser big fucking deal...cry baby niggers,0
Wait a min you nigga bitch! Lol RT @WILLIEP252: #FuckTheSteelers #HTTR I don't give a damn if it (cont) http://t.co/9VemNXDuQL,1
Bout to unfollow all the bitches I follow currently and follow all new bitches. I need change in my life and I feel like that's a good start,1
